drugA,drugB,cell_line,synergy
TEMOZOLOMIDE,DINACICLIB,NCIH2122,-2.2663354846
TEMOZOLOMIDE,DINACICLIB,NCIH23,-6.1663445198
TEMOZOLOMIDE,DINACICLIB,NCIH460,-4.5126558622
TEMOZOLOMIDE,DINACICLIB,NCIH520,-8.6326496813
TEMOZOLOMIDE,DINACICLIB,OV90,-3.6386748626
TEMOZOLOMIDE,DINACICLIB,OVCAR3,6.0998071103
TEMOZOLOMIDE,DINACICLIB,RKO,3.7222251069
TEMOZOLOMIDE,DINACICLIB,RPMI7951,12.7081792159
TEMOZOLOMIDE,DINACICLIB,SKMEL30,0.084434061
TEMOZOLOMIDE,DINACICLIB,SKMES1,7.8202204748
TEMOZOLOMIDE,DINACICLIB,SKOV3,-8.7155455584
TEMOZOLOMIDE,DINACICLIB,SW620,5.3820224259
TEMOZOLOMIDE,DINACICLIB,SW837,-85.398876902
TEMOZOLOMIDE,DINACICLIB,T47D,-21.7346502366
TEMOZOLOMIDE,DINACICLIB,UACC62,15.2676148765
TEMOZOLOMIDE,DINACICLIB,VCAP,2.0768782674
TEMOZOLOMIDE,DINACICLIB,ZR751,-44.0605226516
TEMOZOLOMIDE,ERLOTINIB,A2058,23.1691917075
TEMOZOLOMIDE,ERLOTINIB,A2780,30.8492229412
TEMOZOLOMIDE,ERLOTINIB,A375,14.6507385301
TEMOZOLOMIDE,ERLOTINIB,CAOV3,-36.2607277543
TEMOZOLOMIDE,ERLOTINIB,ES2,0.8937961854
TEMOZOLOMIDE,ERLOTINIB,HCT116,22.5320705364
TEMOZOLOMIDE,ERLOTINIB,HT144,-5.2854560968
TEMOZOLOMIDE,ERLOTINIB,HT29,-0.9260172948
TEMOZOLOMIDE,ERLOTINIB,KPL1,0.884269534
TEMOZOLOMIDE,ERLOTINIB,LNCAP,0.6609216748
TEMOZOLOMIDE,ERLOTINIB,LOVO,-9.5793026953
TEMOZOLOMIDE,ERLOTINIB,MDAMB436,-3.4836386754
TEMOZOLOMIDE,ERLOTINIB,NCIH1650,-31.2325134633
TEMOZOLOMIDE,ERLOTINIB,NCIH2122,9.307342485
TEMOZOLOMIDE,ERLOTINIB,NCIH23,-8.7288897799
TEMOZOLOMIDE,ERLOTINIB,NCIH460,13.9249264573
TEMOZOLOMIDE,ERLOTINIB,NCIH520,19.517346555
TEMOZOLOMIDE,ERLOTINIB,OV90,-0.2488094723
TEMOZOLOMIDE,ERLOTINIB,OVCAR3,-26.0162256121
TEMOZOLOMIDE,ERLOTINIB,RKO,-14.2819913564
TEMOZOLOMIDE,ERLOTINIB,RPMI7951,16.0056443464
TEMOZOLOMIDE,ERLOTINIB,SKMEL30,17.0800559268
TEMOZOLOMIDE,ERLOTINIB,SKMES1,11.3611098702
TEMOZOLOMIDE,ERLOTINIB,SKOV3,-6.8656489014
TEMOZOLOMIDE,ERLOTINIB,SW620,15.7176475006
TEMOZOLOMIDE,ERLOTINIB,SW837,15.1793477112
TEMOZOLOMIDE,ERLOTINIB,T47D,-25.7560987653
TEMOZOLOMIDE,ERLOTINIB,UACC62,28.7911501592
TEMOZOLOMIDE,ERLOTINIB,VCAP,10.9042048917
TEMOZOLOMIDE,ERLOTINIB,ZR751,-53.8280002759
TEMOZOLOMIDE,GELDANAMYCIN,A2058,42.1118503528
TEMOZOLOMIDE,GELDANAMYCIN,A2780,-9.4053663209
TEMOZOLOMIDE,GELDANAMYCIN,A375,-6.3277035604
TEMOZOLOMIDE,GELDANAMYCIN,CAOV3,-11.6155174589
TEMOZOLOMIDE,GELDANAMYCIN,ES2,-3.0408814063
TEMOZOLOMIDE,GELDANAMYCIN,HCT116,0.4449939007
TEMOZOLOMIDE,GELDANAMYCIN,HT144,-16.7660734049
TEMOZOLOMIDE,GELDANAMYCIN,HT29,-9.803305819
TEMOZOLOMIDE,GELDANAMYCIN,KPL1,-34.1183844084
TEMOZOLOMIDE,GELDANAMYCIN,LNCAP,16.0239699337
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,-3.986723154
TEMOZOLOMIDE,GELDANAMYCIN,MDAMB436,8.6063052021
TEMOZOLOMIDE,GELDANAMYCIN,NCIH1650,-32.4226079542
TEMOZOLOMIDE,GELDANAMYCIN,NCIH2122,-16.6611066836
TEMOZOLOMIDE,GELDANAMYCIN,NCIH23,-25.6920038615
TEMOZOLOMIDE,GELDANAMYCIN,NCIH460,-15.3474740323
TEMOZOLOMIDE,GELDANAMYCIN,NCIH520,-10.2860614807
TEMOZOLOMIDE,GELDANAMYCIN,OV90,-8.2087569633
TEMOZOLOMIDE,GELDANAMYCIN,OVCAR3,-9.4281260279
TEMOZOLOMIDE,GELDANAMYCIN,RKO,-32.852126915
TEMOZOLOMIDE,GELDANAMYCIN,RPMI7951,-7.4032003393
TEMOZOLOMIDE,GELDANAMYCIN,SKMEL30,23.2577558443
TEMOZOLOMIDE,GELDANAMYCIN,SKMES1,0.4228988663
TEMOZOLOMIDE,GELDANAMYCIN,SKOV3,-28.6858542846
TEMOZOLOMIDE,GELDANAMYCIN,SW620,-2.3209461295
TEMOZOLOMIDE,GELDANAMYCIN,SW837,-26.1982448535
TEMOZOLOMIDE,GELDANAMYCIN,T47D,-35.9047174183
TEMOZOLOMIDE,GELDANAMYCIN,UACC62,-18.9042278861
TEMOZOLOMIDE,GELDANAMYCIN,VCAP,-40.5980716486
TEMOZOLOMIDE,GELDANAMYCIN,ZR751,-39.6549569426
TEMOZOLOMIDE,LAPATINIB,A2058,20.264529555
TEMOZOLOMIDE,LAPATINIB,A2780,22.4787347459
TEMOZOLOMIDE,LAPATINIB,A375,19.1643905108
TEMOZOLOMIDE,LAPATINIB,CAOV3,4.2813540031
TEMOZOLOMIDE,LAPATINIB,ES2,-3.5408005039
TEMOZOLOMIDE,LAPATINIB,HCT116,8.1694509219
TEMOZOLOMIDE,LAPATINIB,HT144,4.3191096632
TEMOZOLOMIDE,LAPATINIB,HT29,12.9304400357
TEMOZOLOMIDE,LAPATINIB,KPL1,-11.1993314012
TEMOZOLOMIDE,LAPATINIB,LNCAP,2.744736338
TEMOZOLOMIDE,LAPATINIB,LOVO,6.0053039062
TEMOZOLOMIDE,LAPATINIB,MDAMB436,19.9118949812
TEMOZOLOMIDE,LAPATINIB,NCIH1650,-25.7801070759
TEMOZOLOMIDE,LAPATINIB,NCIH2122,7.7986326781
TEMOZOLOMIDE,LAPATINIB,NCIH23,2.1770525664
TEMOZOLOMIDE,LAPATINIB,NCIH460,-1.9161195024
TEMOZOLOMIDE,LAPATINIB,NCIH520,2.9877407608
TEMOZOLOMIDE,LAPATINIB,OV90,0.8131925804
TEMOZOLOMIDE,LAPATINIB,OVCAR3,22.7341204354
TEMOZOLOMIDE,LAPATINIB,RKO,-7.3663995486
TEMOZOLOMIDE,LAPATINIB,RPMI7951,7.6499463641
TEMOZOLOMIDE,LAPATINIB,SKMEL30,23.5185447986
TEMOZOLOMIDE,LAPATINIB,SKMES1,5.5519436485
TEMOZOLOMIDE,LAPATINIB,SKOV3,-12.1410780805
TEMOZOLOMIDE,LAPATINIB,SW620,9.6575817019
TEMOZOLOMIDE,LAPATINIB,SW837,-3.7794592738
TEMOZOLOMIDE,LAPATINIB,T47D,-87.2150434039
TEMOZOLOMIDE,LAPATINIB,UACC62,27.1234486205
TEMOZOLOMIDE,LAPATINIB,VCAP,-6.400947724
TEMOZOLOMIDE,LAPATINIB,ZR751,-40.7435285813
TEMOZOLOMIDE,MK-2206,A2058,14.2552631078
TEMOZOLOMIDE,MK-2206,A2780,13.7323426446
TEMOZOLOMIDE,MK-2206,A375,8.5891065299
TEMOZOLOMIDE,MK-2206,CAOV3,5.2264266946
TEMOZOLOMIDE,MK-2206,ES2,-6.6857724559
TEMOZOLOMIDE,MK-2206,HCT116,-1.5884792052
TEMOZOLOMIDE,MK-2206,HT144,0.2474741867
TEMOZOLOMIDE,MK-2206,HT29,2.3122778217
TEMOZOLOMIDE,MK-2206,KPL1,24.6334787835
TEMOZOLOMIDE,MK-2206,LNCAP,4.9129325179
TEMOZOLOMIDE,MK-2206,LOVO,0.1214176343
TEMOZOLOMIDE,MK-2206,MDAMB436,18.0199743464
TEMOZOLOMIDE,MK-2206,NCIH1650,-34.4829286096
TEMOZOLOMIDE,MK-2206,NCIH2122,-5.9315580849
TEMOZOLOMIDE,MK-2206,NCIH23,-9.3012328684
TEMOZOLOMIDE,MK-2206,NCIH460,9.7142368524
TEMOZOLOMIDE,MK-2206,NCIH520,-3.1840654865
TEMOZOLOMIDE,MK-2206,OV90,19.1955619504
TEMOZOLOMIDE,MK-2206,OVCAR3,-14.3832621052
TEMOZOLOMIDE,MK-2206,RKO,18.6340286282
TEMOZOLOMIDE,MK-2206,RPMI7951,24.9711719376
TEMOZOLOMIDE,MK-2206,SKMEL30,29.6721983126
TEMOZOLOMIDE,MK-2206,SKMES1,22.0931248891
TEMOZOLOMIDE,MK-2206,SKOV3,1.2775813241
TEMOZOLOMIDE,MK-2206,SW620,13.5429697393
TEMOZOLOMIDE,MK-2206,SW837,-5.9485809521
TEMOZOLOMIDE,MK-2206,T47D,-31.4934759372
TEMOZOLOMIDE,MK-2206,UACC62,22.9683596333
TEMOZOLOMIDE,MK-2206,VCAP,-10.8935460052
TEMOZOLOMIDE,MK-2206,ZR751,5.0464933825
TEMOZOLOMIDE,MK-4827,A2058,42.2415847089
TEMOZOLOMIDE,MK-4827,A2780,71.4344366735
TEMOZOLOMIDE,MK-4827,A375,81.086794032
TEMOZOLOMIDE,MK-4827,CAOV3,88.2217863355
TEMOZOLOMIDE,MK-4827,ES2,28.55909530145
TEMOZOLOMIDE,MK-4827,HCT116,59.64264906895
TEMOZOLOMIDE,MK-4827,HT144,23.3087924035
TEMOZOLOMIDE,MK-4827,HT29,57.94629867765
TEMOZOLOMIDE,MK-4827,KPL1,-9.8089378254
TEMOZOLOMIDE,MK-4827,LNCAP,35.8252746742
TEMOZOLOMIDE,MK-4827,LOVO,59.97684129555
TEMOZOLOMIDE,MK-4827,MDAMB436,51.0693844723
TEMOZOLOMIDE,MK-4827,NCIH1650,34.611467160749996
TEMOZOLOMIDE,MK-4827,NCIH2122,42.7859791667
TEMOZOLOMIDE,MK-4827,NCIH23,33.2436091775
TEMOZOLOMIDE,MK-4827,NCIH460,74.8224869296
TEMOZOLOMIDE,MK-4827,NCIH520,36.8233069666
TEMOZOLOMIDE,MK-4827,OV90,61.5944284671
TEMOZOLOMIDE,MK-4827,OVCAR3,18.5080409068
TEMOZOLOMIDE,MK-4827,RKO,53.1133610715
TEMOZOLOMIDE,MK-4827,RPMI7951,53.04393869
TEMOZOLOMIDE,MK-4827,SKMEL30,36.2524556281
TEMOZOLOMIDE,MK-4827,SKMES1,74.2729681684
TEMOZOLOMIDE,MK-4827,SKOV3,58.3517778583
TEMOZOLOMIDE,MK-4827,SW620,30.89739470785
TEMOZOLOMIDE,MK-4827,SW837,18.6759274083
TEMOZOLOMIDE,MK-4827,T47D,44.9931565343
TEMOZOLOMIDE,MK-4827,UACC62,46.8582165964
TEMOZOLOMIDE,MK-4827,VCAP,57.9791475121
TEMOZOLOMIDE,MK-4827,ZR751,20.0084065695
TEMOZOLOMIDE,MK-5108,A2058,-7.4400844096
TEMOZOLOMIDE,MK-5108,A2780,-2.5001584241
TEMOZOLOMIDE,MK-5108,A375,0.0644122815
TEMOZOLOMIDE,MK-5108,CAOV3,-23.2825657867
TEMOZOLOMIDE,MK-5108,ES2,-10.2772083647
TEMOZOLOMIDE,MK-5108,HCT116,1.9044324534
TEMOZOLOMIDE,MK-5108,HT144,-9.0948879184
TEMOZOLOMIDE,MK-5108,HT29,5.7486699712
TEMOZOLOMIDE,MK-5108,KPL1,-29.7191092003
TEMOZOLOMIDE,MK-5108,LNCAP,-77.0883024012
TEMOZOLOMIDE,MK-5108,LOVO,2.1800262342
TEMOZOLOMIDE,MK-5108,MDAMB436,4.5506136478
TEMOZOLOMIDE,MK-5108,NCIH1650,-12.6137754675
TEMOZOLOMIDE,MK-5108,NCIH2122,-9.1330413613
TEMOZOLOMIDE,MK-5108,NCIH23,5.5743871024
TEMOZOLOMIDE,MK-5108,NCIH460,-19.0301291159
TEMOZOLOMIDE,MK-5108,NCIH520,-14.9379812913
TEMOZOLOMIDE,MK-5108,OV90,-2.1350517563
TEMOZOLOMIDE,MK-5108,OVCAR3,-10.2960201814
TEMOZOLOMIDE,MK-5108,RKO,7.0201314682
TEMOZOLOMIDE,MK-5108,RPMI7951,7.296734777
TEMOZOLOMIDE,MK-5108,SKMEL30,5.3532109394
TEMOZOLOMIDE,MK-5108,SKMES1,-4.2632243731
TEMOZOLOMIDE,MK-5108,SKOV3,8.7705654229
TEMOZOLOMIDE,MK-5108,SW620,7.8028936482
TEMOZOLOMIDE,MK-5108,SW837,13.1679222431
TEMOZOLOMIDE,MK-5108,T47D,-12.129962886
TEMOZOLOMIDE,MK-5108,UACC62,-2.8923950101
TEMOZOLOMIDE,MK-5108,VCAP,-8.7707714351
TEMOZOLOMIDE,MK-5108,ZR751,-62.0260441094
TEMOZOLOMIDE,MK-8669,A2058,19.9498250051
TEMOZOLOMIDE,MK-8669,A2780,38.2407194992
TEMOZOLOMIDE,MK-8669,A375,25.0239660104
TEMOZOLOMIDE,MK-8669,CAOV3,-36.4974547302
TEMOZOLOMIDE,MK-8669,ES2,34.2446671528
TEMOZOLOMIDE,MK-8669,HCT116,17.1556197481
TEMOZOLOMIDE,MK-8669,HT144,-1.2824126264
TEMOZOLOMIDE,MK-8669,HT29,9.2084630697
TEMOZOLOMIDE,MK-8669,KPL1,66.0757130087
TEMOZOLOMIDE,MK-8669,LNCAP,33.0033346103
TEMOZOLOMIDE,MK-8669,LOVO,13.3226058374
TEMOZOLOMIDE,MK-8669,MDAMB436,9.908851448
TEMOZOLOMIDE,MK-8669,NCIH1650,-7.1160343676
TEMOZOLOMIDE,MK-8669,NCIH2122,21.5588668521
TEMOZOLOMIDE,MK-8669,NCIH23,-0.7090988473
TEMOZOLOMIDE,MK-8669,NCIH460,29.4609239286
TEMOZOLOMIDE,MK-8669,NCIH520,17.2248876504
TEMOZOLOMIDE,MK-8669,OV90,19.8424226056
TEMOZOLOMIDE,MK-8669,OVCAR3,19.1541205073
TEMOZOLOMIDE,MK-8669,RKO,31.3891465131
TEMOZOLOMIDE,MK-8669,RPMI7951,35.8436953649
TEMOZOLOMIDE,MK-8669,SKMEL30,50.2106642933
TEMOZOLOMIDE,MK-8669,SKMES1,41.6253447075
TEMOZOLOMIDE,MK-8669,SKOV3,12.1359171993
TEMOZOLOMIDE,MK-8669,SW620,12.0409544194
TEMOZOLOMIDE,MK-8669,SW837,-15.1975596417
TEMOZOLOMIDE,MK-8669,T47D,0.2242089359
TEMOZOLOMIDE,MK-8669,UACC62,28.0074287944
TEMOZOLOMIDE,MK-8669,VCAP,5.5573109178
TEMOZOLOMIDE,MK-8669,ZR751,2.4086100049
TEMOZOLOMIDE,MK-8776,A2058,128.3217060895
TEMOZOLOMIDE,MK-8776,A2780,2.4106126978
TEMOZOLOMIDE,MK-8776,A375,18.799966424449998
TEMOZOLOMIDE,MK-8776,CAOV3,4.4625350078
TEMOZOLOMIDE,MK-8776,ES2,9.13024722345
TEMOZOLOMIDE,MK-8776,HCT116,-1.4115781697
TEMOZOLOMIDE,MK-8776,HT144,0.5641768915
TEMOZOLOMIDE,MK-8776,HT29,-9.35866085915
TEMOZOLOMIDE,MK-8776,KPL1,-17.3344204378
TEMOZOLOMIDE,MK-8776,LNCAP,18.6203181679
TEMOZOLOMIDE,MK-8776,LOVO,8.68916590375
TEMOZOLOMIDE,MK-8776,MDAMB436,14.7076658284
TEMOZOLOMIDE,MK-8776,NCIH1650,-6.27161379115
TEMOZOLOMIDE,MK-8776,NCIH2122,-19.66458168475
TEMOZOLOMIDE,MK-8776,NCIH23,-78.8906303042
TEMOZOLOMIDE,MK-8776,NCIH460,-9.2182071604
TEMOZOLOMIDE,MK-8776,NCIH520,4.631653414
TEMOZOLOMIDE,MK-8776,OV90,17.6517245857
TEMOZOLOMIDE,MK-8776,OVCAR3,3.6551833613
TEMOZOLOMIDE,MK-8776,RKO,4.9058908518
TEMOZOLOMIDE,MK-8776,RPMI7951,21.9679154614
TEMOZOLOMIDE,MK-8776,SKMEL30,64.6649919326
TEMOZOLOMIDE,MK-8776,SKMES1,-4.3029255313
TEMOZOLOMIDE,MK-8776,SKOV3,24.1805322681
TEMOZOLOMIDE,MK-8776,SW620,36.6453173736
TEMOZOLOMIDE,MK-8776,SW837,-35.3048266737
TEMOZOLOMIDE,MK-8776,T47D,-35.2735852707
TEMOZOLOMIDE,MK-8776,UACC62,7.2867541065
TEMOZOLOMIDE,MK-8776,VCAP,9.4386053252
TEMOZOLOMIDE,MK-8776,ZR751,-50.1731666047
TEMOZOLOMIDE,OXALIPLATIN,A2058,-0.0747024853
TEMOZOLOMIDE,OXALIPLATIN,A2780,-22.9161799222
TEMOZOLOMIDE,OXALIPLATIN,A375,-3.5766784692
TEMOZOLOMIDE,OXALIPLATIN,CAOV3,-76.5686270319
TEMOZOLOMIDE,OXALIPLATIN,ES2,-10.3039746992
TEMOZOLOMIDE,OXALIPLATIN,HCT116,5.6998455399
TEMOZOLOMIDE,OXALIPLATIN,HT144,-24.349690018
TEMOZOLOMIDE,OXALIPLATIN,HT29,-17.089292472
TEMOZOLOMIDE,OXALIPLATIN,KPL1,6.4865546741
TEMOZOLOMIDE,OXALIPLATIN,LNCAP,-14.0694727222
TEMOZOLOMIDE,OXALIPLATIN,LOVO,-34.2197038075
TEMOZOLOMIDE,OXALIPLATIN,MDAMB436,-20.7497720331
TEMOZOLOMIDE,OXALIPLATIN,NCIH1650,-27.5602605922
TEMOZOLOMIDE,OXALIPLATIN,NCIH2122,-4.8403287046
TEMOZOLOMIDE,OXALIPLATIN,NCIH23,-37.3305727129
TEMOZOLOMIDE,OXALIPLATIN,NCIH460,-32.8376741359
TEMOZOLOMIDE,OXALIPLATIN,NCIH520,-8.7556298174
TEMOZOLOMIDE,OXALIPLATIN,OV90,-11.4532492809
TEMOZOLOMIDE,OXALIPLATIN,OVCAR3,-25.591627747
TEMOZOLOMIDE,OXALIPLATIN,RKO,25.1805488024
TEMOZOLOMIDE,OXALIPLATIN,RPMI7951,-15.2425298558
TEMOZOLOMIDE,OXALIPLATIN,SKMEL30,13.4658801954
TEMOZOLOMIDE,OXALIPLATIN,SKMES1,-6.6136547353
TEMOZOLOMIDE,OXALIPLATIN,SKOV3,-22.4060785311
TEMOZOLOMIDE,OXALIPLATIN,SW620,-0.6251475526
TEMOZOLOMIDE,OXALIPLATIN,SW837,-23.150639097
TEMOZOLOMIDE,OXALIPLATIN,T47D,17.8837333404
TEMOZOLOMIDE,OXALIPLATIN,UACC62,-15.6061921585
TEMOZOLOMIDE,OXALIPLATIN,VCAP,-23.1665654508
TEMOZOLOMIDE,OXALIPLATIN,ZR751,-58.8760438017
TEMOZOLOMIDE,PD325901,A2058,37.1078227654
TEMOZOLOMIDE,PD325901,A2780,11.5276711303
TEMOZOLOMIDE,PD325901,A375,-0.4775523234
TEMOZOLOMIDE,PD325901,CAOV3,-16.8690333221
TEMOZOLOMIDE,PD325901,ES2,46.5105574461
TEMOZOLOMIDE,PD325901,HCT116,-12.891049039
TEMOZOLOMIDE,PD325901,HT144,-2.3017662869
TEMOZOLOMIDE,PD325901,HT29,-11.5481323296
TEMOZOLOMIDE,PD325901,KPL1,-17.7324355952
TEMOZOLOMIDE,PD325901,LNCAP,-5.5161760026
TEMOZOLOMIDE,PD325901,LOVO,-6.7715025831
TEMOZOLOMIDE,PD325901,MDAMB436,4.9702523886
TEMOZOLOMIDE,PD325901,NCIH1650,-23.9187431123
TEMOZOLOMIDE,PD325901,NCIH2122,-1.6037638048
TEMOZOLOMIDE,PD325901,NCIH23,-19.2152414569
TEMOZOLOMIDE,PD325901,NCIH460,6.8762363203
TEMOZOLOMIDE,PD325901,NCIH520,2.3654066707
TEMOZOLOMIDE,PD325901,OV90,3.3112674006
TEMOZOLOMIDE,PD325901,OVCAR3,18.303119966
TEMOZOLOMIDE,PD325901,RKO,1.359386402
TEMOZOLOMIDE,PD325901,RPMI7951,21.9044843701
TEMOZOLOMIDE,PD325901,SKMEL30,2.4383635192
TEMOZOLOMIDE,PD325901,SKMES1,-15.0643759654
TEMOZOLOMIDE,PD325901,SKOV3,-18.8812493749
TEMOZOLOMIDE,PD325901,SW620,14.7667885533
TEMOZOLOMIDE,PD325901,SW837,-5.9956953402
TEMOZOLOMIDE,PD325901,T47D,-13.5983964818
TEMOZOLOMIDE,PD325901,UACC62,-10.3781796805
TEMOZOLOMIDE,PD325901,VCAP,-31.435925609
TEMOZOLOMIDE,PD325901,ZR751,-36.2515761861
TEMOZOLOMIDE,SN-38,A2058,8.482931463
TEMOZOLOMIDE,SN-38,A2780,3.413486353
TEMOZOLOMIDE,SN-38,A375,-5.0019935984
TEMOZOLOMIDE,SN-38,CAOV3,-38.3576741141
TEMOZOLOMIDE,SN-38,ES2,2.7690355326
TEMOZOLOMIDE,SN-38,HCT116,-9.556941325
TEMOZOLOMIDE,SN-38,HT144,-35.9449781033
TEMOZOLOMIDE,SN-38,HT29,-7.8884236366
TEMOZOLOMIDE,SN-38,KPL1,-17.3907842709
TEMOZOLOMIDE,SN-38,LNCAP,3.9326860849
TEMOZOLOMIDE,SN-38,LOVO,-29.8482418842
TEMOZOLOMIDE,SN-38,MDAMB436,-2.5720133979
TEMOZOLOMIDE,SN-38,NCIH1650,-33.4338569594
TEMOZOLOMIDE,SN-38,NCIH2122,-13.7263148547
TEMOZOLOMIDE,SN-38,NCIH23,-19.7670437527
TEMOZOLOMIDE,SN-38,NCIH460,-14.7813803958
TEMOZOLOMIDE,SN-38,NCIH520,-8.9914229745
TEMOZOLOMIDE,SN-38,OV90,-19.006835745
TEMOZOLOMIDE,SN-38,OVCAR3,4.7531217589
TEMOZOLOMIDE,SN-38,RKO,-12.0477967999
TEMOZOLOMIDE,SN-38,RPMI7951,-4.0276605908
TEMOZOLOMIDE,SN-38,SKMEL30,8.452621101
TEMOZOLOMIDE,SN-38,SKMES1,4.8049857141
TEMOZOLOMIDE,SN-38,SKOV3,-22.2104826174
TEMOZOLOMIDE,SN-38,SW620,8.9696559015
TEMOZOLOMIDE,SN-38,SW837,-37.0710430585
TEMOZOLOMIDE,SN-38,T47D,-81.0931716248
TEMOZOLOMIDE,SN-38,UACC62,-5.2356661945
TEMOZOLOMIDE,SN-38,VCAP,-12.4337970339
TEMOZOLOMIDE,SN-38,ZR751,-64.4798564696
TEMOZOLOMIDE,SORAFENIB,A2058,-1.0195736351
TEMOZOLOMIDE,SORAFENIB,A2780,4.7034734649
TEMOZOLOMIDE,SORAFENIB,A375,11.6028377781
TEMOZOLOMIDE,SORAFENIB,CAOV3,-4.6909608612
TEMOZOLOMIDE,SORAFENIB,ES2,3.1861025398
TEMOZOLOMIDE,SORAFENIB,HCT116,10.8974447261
TEMOZOLOMIDE,SORAFENIB,HT144,3.5020949023
TEMOZOLOMIDE,SORAFENIB,HT29,-3.1063572997
TEMOZOLOMIDE,SORAFENIB,KPL1,0.4777797872
TEMOZOLOMIDE,SORAFENIB,LNCAP,-11.4422592991
TEMOZOLOMIDE,SORAFENIB,LOVO,-7.361379537
TEMOZOLOMIDE,SORAFENIB,MDAMB436,6.7604024612
TEMOZOLOMIDE,SORAFENIB,NCIH1650,-5.4752479862
TEMOZOLOMIDE,SORAFENIB,NCIH2122,-2.4390744928
TEMOZOLOMIDE,SORAFENIB,NCIH23,-0.3447955282
TEMOZOLOMIDE,SORAFENIB,NCIH460,5.3622299691
TEMOZOLOMIDE,SORAFENIB,NCIH520,13.8221036673
TEMOZOLOMIDE,SORAFENIB,OV90,11.8986161709
TEMOZOLOMIDE,SORAFENIB,OVCAR3,-11.4923698719
TEMOZOLOMIDE,SORAFENIB,RKO,16.9097606581
TEMOZOLOMIDE,SORAFENIB,RPMI7951,-2.7250510658
TEMOZOLOMIDE,SORAFENIB,SKMEL30,7.0418645262
TEMOZOLOMIDE,SORAFENIB,SKMES1,24.5977130852
TEMOZOLOMIDE,SORAFENIB,SKOV3,11.9883994112
TEMOZOLOMIDE,SORAFENIB,SW620,5.6110642685
TEMOZOLOMIDE,SORAFENIB,SW837,4.576493335
TEMOZOLOMIDE,SORAFENIB,T47D,13.2200355935
TEMOZOLOMIDE,SORAFENIB,UACC62,12.2324007556
TEMOZOLOMIDE,SORAFENIB,VCAP,12.2403440933
TEMOZOLOMIDE,SORAFENIB,ZR751,-34.8770175201
TEMOZOLOMIDE,TOPOTECAN,A2058,10.1833105175
TEMOZOLOMIDE,TOPOTECAN,A2780,10.5180477769
TEMOZOLOMIDE,TOPOTECAN,A375,6.1916245636
TEMOZOLOMIDE,TOPOTECAN,CAOV3,9.4186406088
TEMOZOLOMIDE,TOPOTECAN,ES2,10.2025859377
TEMOZOLOMIDE,TOPOTECAN,HCT116,7.7555460939
TEMOZOLOMIDE,TOPOTECAN,HT144,0.8071907731
TEMOZOLOMIDE,TOPOTECAN,HT29,13.504026131
TEMOZOLOMIDE,TOPOTECAN,KPL1,-8.3721660159
TEMOZOLOMIDE,TOPOTECAN,LNCAP,-130.8320847075
TEMOZOLOMIDE,TOPOTECAN,LOVO,-7.7426772372
TEMOZOLOMIDE,TOPOTECAN,MDAMB436,4.2688866007
TEMOZOLOMIDE,TOPOTECAN,NCIH1650,-7.1045343646
TEMOZOLOMIDE,TOPOTECAN,NCIH2122,5.0422655773
TEMOZOLOMIDE,TOPOTECAN,NCIH23,3.032643715
TEMOZOLOMIDE,TOPOTECAN,NCIH460,-15.6545206516
TEMOZOLOMIDE,TOPOTECAN,NCIH520,5.6595258383
TEMOZOLOMIDE,TOPOTECAN,OV90,8.3957606066
TEMOZOLOMIDE,TOPOTECAN,OVCAR3,6.9417090515
TEMOZOLOMIDE,TOPOTECAN,RKO,5.0169939542
TEMOZOLOMIDE,TOPOTECAN,RPMI7951,6.2459321355
TEMOZOLOMIDE,TOPOTECAN,SKMEL30,20.6515056039
TEMOZOLOMIDE,TOPOTECAN,SKMES1,22.1666178681
TEMOZOLOMIDE,TOPOTECAN,SKOV3,-14.2078162268
TEMOZOLOMIDE,TOPOTECAN,SW620,12.6752562697
TEMOZOLOMIDE,TOPOTECAN,SW837,-12.0639363353
TEMOZOLOMIDE,TOPOTECAN,T47D,8.4420798363
TEMOZOLOMIDE,TOPOTECAN,UACC62,11.7003690962
TEMOZOLOMIDE,TOPOTECAN,VCAP,8.4268939675
TEMOZOLOMIDE,TOPOTECAN,ZR751,-29.6825162888
TOPOTECAN,BEZ-235,A2058,5.4005821036
TOPOTECAN,BEZ-235,A2780,8.3824556788
TOPOTECAN,BEZ-235,A375,24.1042356238
TOPOTECAN,BEZ-235,CAOV3,7.4093083789
TOPOTECAN,BEZ-235,ES2,16.3101251914
TOPOTECAN,BEZ-235,HCT116,21.175567387
TOPOTECAN,BEZ-235,HT144,48.7562979347
TOPOTECAN,BEZ-235,HT29,21.7257520541
TOPOTECAN,BEZ-235,KPL1,35.5881671975
TOPOTECAN,BEZ-235,LNCAP,68.800605508
TOPOTECAN,BEZ-235,LOVO,14.1268908201
TOPOTECAN,BEZ-235,MDAMB436,25.3989813614
TOPOTECAN,BEZ-235,NCIH1650,21.3655739883
TOPOTECAN,BEZ-235,NCIH2122,18.3402793062
TOPOTECAN,BEZ-235,NCIH23,1.7932752121
TOPOTECAN,BEZ-235,NCIH460,16.7560674194
TOPOTECAN,BEZ-235,NCIH520,22.199810602
TOPOTECAN,BEZ-235,OV90,8.1747004087
TOPOTECAN,BEZ-235,OVCAR3,11.5119888066
TOPOTECAN,BEZ-235,RKO,26.3601807567
